SuburbName,PostalCode,Latitude,Longitude,DistCityCenter,Schools
Cottles Bridge,3099,-37.5963874,145.1428928,29.443448444270736,2
Doreen,3754,-37.6918649,145.2158904,25.66264617579545,1
Kangaroo Ground,3097,-37.5327424,145.34113100000002,45.679875482135046,0
Kinglake,3763,-37.4778011,145.255932344565,45.87398247278135,0
Kinglake West,3778,-37.6091125,145.18292490000002,30.158767747396674,1
Nutfield,3099,-37.6413636,145.23904130000003,30.8006415810222,0
Panton Hill,3759,-37.6674499,145.1123773,21.283117205447365,4
Plenty,3090,-37.579440000000005,145.28584035,38.557164612563376,0
St Andrews,3761,-37.604117200000005,145.2678984,35.49568517090353,0
Smiths Gully,3760,-37.5478739,145.2691533,40.200978581074246,0
Strathewen,3099,-37.5333775,145.46724809999998,53.95724950132797,0
Toolangi,3777,-37.6703909,145.2567324,29.97538961092664,0
Watsons Creek,3097,-37.569134000000005,145.107832,30.871338351293822,2
Yan Yean,3755,-37.6375473,145.1349293,25.15420396217469,1
Yarrambat,3091,-37.84520620000001,144.957105,2.80135346502142,26
Albert Park,3206,-37.8702943,144.9947414,4.92986981143328,26
Balaclava,3183,-37.878856799999994,144.9855487,5.7276186526642645,26
Elwood,3184,-37.8511511,144.9620399,3.055428479541173,25
Middle Park,3206,-37.877797799999996,144.99527780000003,5.7497470152241625,26
Ripponlea,3185,-37.8638261,144.981637,4.036984665940247,27
St Kilda,3182,-37.8579958,144.97124519999997,3.4689527530057584,27
St Kilda West,3182,-37.83346029999999,144.95701880000001,2.11101977698234,29
South Melbourne,3205,-37.8567619,145.0206905,4.838894183748267,36
Armadale,3143,-37.841394,145.03584019999997,5.152986588597456,39
Kooyong,3144,-37.8576088,145.0350666,5.889642427138956,36
Malvern,3144,-37.876835,145.0658739,9.333161314845613,24
Malvern East,3145,-37.8478,145.0,2.8634949471897446,34
Prahran,3181,-37.8416141,145.01762150000002,3.6673348031087767,38
Toorak,3142,-37.854522700000004,144.9921665,3.1881129065446614,31
Windsor,3181,-37.821700899999996,145.152276,15.162151869214034,19
Blackburn,3130,-37.8053801,145.154324,15.526975755265624,19
Blackburn North,3130,-37.838832200000006,145.14878480000002,14.892588477991087,22
Blackburn South,3130,-37.8215116,145.1261267,12.868360467139466,19
Box Hill,3128,-37.8056831,145.1295748,13.378233940634914,19
Box Hill North,3129,-37.8366236,145.1233644,12.647056311345956,17
Box Hill South,3128,-37.8535935,145.150423,15.259405872962926,22
Burwood East,3151,-37.836273799999994,145.16909109999997,16.652068562195762,17
Forest Hill,3131,-37.818191999999996,145.19902119999998,19.28364556539848,14
Mitcham,3132,-37.8384616,145.19934709999998,19.3195724631302,17
Vermont,3133,-37.854386,145.1878065,18.507827408943267,17
Vermont South,3133,-37.639111,145.0266224,21.360149900806718,7
Epping,3076,-37.66582655,145.01727858990802,18.287403900961817,7
Lalor,3075,-37.6027435,145.10083480000003,27.17662716127697,3
Mernda,3754,-37.6641334,145.0642681,19.634749853180125,5
Mill Park,3082,-37.63167670000001,145.08363530000003,23.622558432355703,2
South Morang,3752,-37.680561600000004,145.014410295635,16.629849024396847,10
Thomastown,3074,-37.471265100000004,144.97456630000002,39.6319063551431,0
Beveridge,3753,-37.48874,145.066544844465,38.45078209572559,0
Eden Park,3757,-37.50613,145.192174078888,40.34339304979269,0
Humevale,3757,-37.5121301,145.1177321,37.124449521445534,1
Whittlesea,3757,-37.5939889,145.03373330000002,26.408044004009145,0
Wollert,3750,-37.5460487,145.054426593234,31.991813991362143,0
Woodstock,3755,-37.86657039999999,144.6949625,25.395749431423425,11
Hoppers Crossing,3029,-37.830070500000005,144.7869487,16.949653463903598,0
Laverton North,3026,-37.8686285,144.59501269999998,34.1076985263088,1
Manor Lakes,3024,-37.9064862,144.75330590000002,21.743615808318033,3
Point Cook,3030,-37.8321522,144.69462,25.06343749761509,3
Tarneit,3029,-37.9008141,144.6616976,29.10139984984253,9
Werribee,3030,-37.9734648,144.6922245,30.010853911133193,0
Werribee South,3030,-37.8614297,144.7445428,21.00894037183109,4
Williams Landing,3027,-37.8722432,144.6084185,32.99863634537845,2
Wyndham Vale,3024,-37.9748784,144.62867930000002,34.90626903910016,0
Cocoroc,3030,-37.939080700000005,144.4789406,45.68983662512641,0
Little River,3211,-37.89967670000001,144.554854,38.17196048327617,0
Mambourin,3024,-37.8388844,144.5538125,37.447705742162796,0
Quandong,3340,-37.804550799999994,144.99885419999998,3.0552940958911057,20
Abbotsford,3067,-37.82762235,145.008091196346,2.4804555954225918,31
Burnley,3121,-37.7904385,144.99753710000002,4.411318156583636,22
Clifton Hill,3068,-37.802104,144.98813869999998,2.923186928837858,26
Collingwood,3066,-37.8290227,144.9927735,1.1463592187840173,28
Cremorne,3121,-37.8010382,144.9792611,2.950176532577986,23
Fitzroy,3065,-37.7833316,144.98370740000001,4.930774464131068,24
Fitzroy North,3068,-37.7818041,144.9665675,5.2213444525804915,28
Princes Hill,3054,-37.820395500000004,145.00251530000003,2.1441779327600714,31
Richmond,3121,-37.91104835,145.353691475376,34.11226282439505,6
Belgrave,3160,-37.9266116,145.3525247,34.52320545305226,5
Belgrave Heights,3160,-37.9424023,145.3573383,35.51384880937401,1
Belgrave South,3160,-37.738583500000004,145.31431809999998,31.022011744752803,5
Chirnside Park,3116,-37.8037844,145.3134593,29.4317579160908,8
Kilsyth,3137,-37.7576639,145.352405,33.65518310449569,11
Lilydale,3140,-37.81068,145.350850076404,32.65064748732035,6
Montrose,3765,-37.781344700000005,145.32567319999998,30.82217748206913,8
Mooroolbark,3138,-37.7873186,145.38830369999997,36.171074540314244,5
Mount Evelyn,3796,-37.918760799999994,145.3784097,36.43315645425158,5
Selby,3159,-37.9030367,145.34467959999998,33.116200832260844,8
Tecoma,3160,-37.9036086,145.3313506,32.002054409346606,7
Upwey,3158,-37.682925299999994,145.5343263,51.34471756534525,2
Badger Creek,3777,-37.8087592,145.5024531,45.96511725223751,0
Beenak,3139,-37.764685799999995,145.750752,68.11418174904576,0
Big Pats Creek,3799,-37.558170000000004,145.88744169999998,85.31381695639763,0
Cambarville,3779,-37.6364618,145.5188488,51.95952310408471,3
Chum Creek,3777,-37.70355,145.36900333333298,36.89185522242806,1
Coldstream,3770,-37.63870120000001,145.3978013,42.34244316894959,0
Dixons Creek,3775,-37.7608659,145.58687319999999,53.86552944755151,1
Don Valley,3139,-37.5762973,144.7145654,36.41531374095839,2
Fernshaw,3778,-37.8821539,145.3353111,31.80135822796657,7
Ferny Creek,3786,-37.854707299999994,145.7128179,64.45174419487232,0
Gilderoy,3797,-37.84282725,145.635089993066,57.58330587492414,0
Gladysdale,3797,-37.72896,145.46342348646002,43.90294420985104,0
Gruyere,3770,-37.6537218,145.5161533,50.97962578250592,3
Healesville,3777,-37.782019899999995,145.5759957,52.633047355696974,0
Hoddles Creek,3139,-37.8858076,145.37291230000002,35.12027829670589,2
Kallista,3791,-37.8194174,145.372162,34.47901766169391,4
Kalorama,3766,-37.780676899999996,145.56919209999998,52.05317443376082,1
Launching Place,3139,-37.881875,145.48988485148502,45.196633802728606,1
Macclesfield,3782,-37.676665,145.970242595986,88.69928591744629,0
McMahons Creek,3799,-37.598542,146.2077112,110.99947706246508,0
Matlock,3723,-37.75150120000001,145.6612026,60.48361482571069,0
Millgrove,3799,-37.874177100000004,145.4286024,39.750870027671496,2
Monbulk,3793,-37.829176600000004,145.35388369999998,32.85955346434632,3
Mount Dandenong,3767,-37.96297925,145.358052706164,36.452623165412696,0
Mount Toolebewong,3777,-37.843742,145.3855733,35.68496978147968,2
Narre Warren East,3804,-37.8630657,145.7514607,67.88634468763121,0
Olinda,3788,-37.8678412,145.35680390000002,33.40873870367859,1
Powelltown,3797,-37.778204200000005,145.45940009999998,42.499451034819934,2
Reefton,3799,-37.7743,145.49881090000002,45.99123709921261,2
Sassafras,3787,-37.888444799999995,145.3593565,34.00758207902676,4
Seville,3139,-37.8291,145.43776504792402,40.22859691946886,0
Seville East,3139,-37.631723,145.3917831,42.27967205730853,0
Sherbrooke,3789,-37.6572776,145.42656110000001,43.616280190732574,0
Silvan,3795,-37.8901143,145.3912949,36.79463832359431,4
Steels Creek,3775,-37.85718,145.696878650087,63.06598428375924,0
Tarrawarra,3775,-37.888724700000004,146.03167240000002,92.61678685156988,0
The Patch,3792,-37.8788598,145.3157699,30.047517765224985,9
Three Bridges,3797,-37.814209999999996,145.455768902598,41.84047389505266,1
Toorongo,3833,-37.7806025,145.42629340000002,39.57939910956246,1
Tremont,3785,-37.77946,145.71941172413798,65.21306842938253,0
Wandin East,3139,-37.7773898,145.45961614991998,42.53029916704395,2
Wandin North,3139,-37.695415000000004,145.693112469387,64.4168524770365,0
Warburton,3799,-37.7793329,145.53012619999998,48.655209880226046,1
Warburton East,3799,-37.6573475,145.37439640000002,39.529810332772996,0
Wesburn,3799,-37.7821693,145.6150255,56.0464786416729,2
Woori Yallock,3139,-37.8135132,145.5082046,46.447667838516814,0
Yarra Glen,3775,-37.6887134,145.3746571,37.99687850460192,1
